CET,Temperatura maxC,Temperatura mediaC,Temperatura minC,Punto di rugiadaC,MeanDew PointC,Min DewpointC,Max Umidità, Mean Umidità, Min Umidità, Max Pressione a livello del marehPa, Mean Pressione a livello del marehPa, Min Pressione a livello del marehPa, Max VisibilitàKm, Mean VisibilitàKm, Min VisibilitàkM, Max Velocità del ventoKm/h, Mean Velocità del ventoKm/h, Max Velocità RafficaKm/h,Precipitazionimm, CloudCover, Eventi,WindDirDegrees
2014-4-26,24,16,8,11,8,4,94,58,18,1011,1009,1006,26,20,10,14,6,,0.00,3,,133
2014-4-27,14,12,10,13,10,8,94,84,59,1007,1005,1004,19,10,4,34,11,,7.11,7,Pioggia-Temporale,352
2014-4-28,11,10,9,10,8,7,100,88,79,1008,1006,1004,19,11,8,26,13,,14.99,8,Pioggia,340
2014-4-29,21,13,5,12,9,5,100,74,46,1010,1009,1006,31,13,10,27,8,32,8.89,5,Nebbia-Pioggia-Temporale,272
2014-4-30,15,12,8,11,10,8,100,90,72,1011,1008,1007,31,11,2,23,11,,7.11,6,Nebbia-Pioggia-Temporale,5
2014-5-1,21,12,3,11,8,4,100,73,40,1012,1010,1008,31,11,5,16,6,,0.25,4,Nebbia-Pioggia-Temporale,360
2014-5-2,14,12,10,11,10,9,100,87,72,1011,1009,1008,26,11,10,21,13,,5.08,6,Pioggia,353
2014-5-3,21,12,4,11,9,-1,100,72,30,1011,1009,1007,26,12,8,21,8,47,0.00,3,Nebbia-Pioggia,314
2014-5-4,22,14,6,8,2,-4,100,44,13,1015,1011,1010,26,14,10,16,10,,0.00,3,,344
2014-5-5,22,14,7,9,6,3,87,56,26,1018,1016,1015,19,19,19,13,6,34,0.00,,,53
2014-5-6,20,13,7,12,9,6,93,67,37,1020,1019,1017,19,12,10,10,6,27,0.00,5,,122
2014-5-7,18,14,10,12,11,8,94,75,57,1018,1016,1014,19,11,10,16,5,,0.00,6,,83
2014-5-8,21,13,6,12,9,5,100,69,35,1020,1018,1017,19,13,10,13,6,32,0.00,1,,71
2014-5-9,24,17,9,12,10,7,87,62,37,1018,1016,1014,26,14,10,11,5,,0.00,4,,230
2014-5-10,24,17,9,14,12,9,100,70,32,1016,1014,1012,26,16,10,11,6,,0.00,5,,86
2014-5-11,24,17,9,15,9,-4,100,66,18,1012,1008,1003,19,11,8,52,11,74,0.00,4,Nebbia,242
2014-5-12,21,12,3,9,3,-2,75,48,18,1014,1012,1010,19,12,10,24,8,,0.00,4,Pioggia,11
2014-5-13,20,12,4,9,4,-3,87,54,19,1016,1012,1011,19,12,10,24,11,26,0.00,3,Pioggia-Temporale,28
2014-5-14,22,14,7,1,-3,-7,53,26,7,1022,1018,1016,19,14,10,39,19,63,0.00,2,,357
2014-5-15,22,14,7,0,-4,-6,53,25,8,1022,1020,1017,19,19,19,35,19,53,0.00,,,1
2014-5-16,24,16,8,1,-2,-4,46,26,8,1019,1015,1012,10,10,10,26,16,47,0.00,4,,358
2014-5-17,23,14,5,8,2,-3,70,39,16,1016,1015,1013,10,10,10,16,10,24,0.00,4,,135
2014-5-18,23,14,6,10,7,5,93,58,22,1016,1015,1013,10,10,10,16,6,,0.00,4,,175
2014-5-19,22,14,7,10,7,5,93,58,26,1018,1016,1015,10,10,10,13,5,,0.00,5,,207
2014-5-20,22,17,12,13,11,9,94,67,32,1020,1019,1018,10,10,8,11,5,,0.00,5,Pioggia,204
2014-5-21,25,17,9,13,11,8,94,59,29,1020,1019,1017,10,10,10,14,6,,0.00,4,,337
2014-5-22,23,19,15,15,12,9,94,66,34,1018,1016,1013,10,9,3,23,10,24,0.25,6,Pioggia-Temporale,27
2014-5-23,23,19,14,15,12,6,100,68,23,1014,1012,1011,18,10,3,14,8,,0.00,4,Nebbia-Pioggia,164
2014-5-24,23,17,11,11,9,7,94,60,28,1017,1015,1014,31,12,10,14,6,,0.00,4,,150
2014-5-25,26,17,8,11,8,5,94,55,19,1019,1017,1015,31,15,10,11,5,27,0.00,4,,21
2014-5-26,22,18,14,14,11,8,88,70,35,1016,1015,1012,31,11,10,23,10,35,0.25,5,Pioggia-Temporale,343
2014-5-27,22,16,10,12,11,10,100,72,36,1013,1011,1010,26,11,10,19,8,,0.00,5,Pioggia,223
2014-5-28,23,17,10,14,11,9,100,72,41,1012,1010,1008,10,10,10,23,6,,4.06,3,Pioggia-Temporale,196
2014-5-29,24,17,9,13,11,7,100,68,29,1012,1011,1009,31,21,10,13,5,34,0.00,1,Nebbia,165
2014-5-30,27,18,9,12,9,6,100,59,20,1013,1012,1010,31,15,10,34,8,61,1.02,5,Pioggia,127
2014-5-31,22,18,14,13,11,8,88,64,32,1018,1016,1013,31,11,7,21,11,40,0.25,5,Pioggia,127
2014-6-1,23,17,11,13,9,7,88,55,29,1019,1017,1015,19,13,10,13,8,,0.00,4,,296
2014-6-2,23,18,13,13,11,9,100,67,34,1019,1016,1014,19,11,8,24,11,,0.00,6,Pioggia,344
2014-6-3,24,19,13,14,12,9,94,64,33,1015,1014,1012,19,10,8,14,6,34,0.51,3,Pioggia,4
2014-6-4,21,17,13,15,13,11,100,79,57,1013,1012,1010,14,10,3,27,10,,0.51,5,Pioggia-Temporale,351
2014-6-5,24,18,11,14,12,9,100,74,34,1017,1014,1011,14,8,5,11,6,,0.00,3,Nebbia,308
2014-6-6,26,20,14,15,13,12,94,65,35,1020,1019,1018,14,10,10,11,5,,0.00,4,,308
2014-6-7,29,21,13,17,14,11,88,59,27,1020,1019,1017,26,18,11,11,6,,0.00,,,301
2014-6-8,32,23,14,18,15,11,94,60,25,1021,1020,1018,26,26,26,11,5,,0.00,,,330
2014-6-9,32,24,17,19,17,15,94,60,32,1021,1019,1016,26,23,14,13,6,26,0.00,,,352
2014-6-10,32,24,18,19,16,13,83,55,32,1020,1019,1016,19,14,10,13,10,,0.00,5,,334
2014-6-11,33,26,18,18,16,14,88,56,22,1020,1019,1017,19,19,19,13,6,,0.00,,,294
2014-6-12,33,27,20,18,16,11,78,51,25,1021,1019,1015,19,19,19,21,6,,0.00,,,304
2014-6-13,31,24,17,17,16,13,94,56,32,1020,1015,1010,31,14,10,26,11,47,0.00,4,Pioggia,266
2014-6-14,28,22,15,17,15,13,94,67,29,1014,1011,1008,26,11,10,26,10,50,0.25,5,Pioggia-Temporale,59
2014-6-15,21,18,15,16,14,12,94,82,53,1016,1015,1014,31,12,10,21,10,35,3.05,6,Pioggia,355
2014-6-16,24,19,15,14,12,10,94,62,32,1016,1015,1013,19,11,10,16,11,,0.00,4,Pioggia,34
2014-6-17,22,18,14,13,12,11,88,65,43,1016,1015,1014,19,11,10,19,8,27,0.00,5,,13
2014-6-18,25,20,15,14,12,7,94,66,25,1017,1016,1014,19,11,10,19,10,32,0.00,5,Pioggia,353
2014-6-19,27,19,12,13,12,9,88,59,25,1017,1015,1013,19,13,10,23,11,29,0.00,3,,284
2014-6-20,28,21,13,15,11,6,88,53,16,1014,1012,1009,19,14,10,21,8,,0.00,3,,284
2014-6-21,27,19,12,16,14,12,94,68,38,1016,1015,1012,19,12,10,13,6,,0.00,3,Nebbia,132
2014-6-22,29,22,14,19,16,14,94,68,38,1020,1017,1016,23,10,5,14,6,27,0.51,4,Pioggia-Temporale,186
2014-6-23,28,22,17,18,17,15,100,75,45,1020,1018,1015,19,11,9,29,8,53,0.00,5,Nebbia-Pioggia-Temporale,320
2014-6-24,28,21,15,18,17,15,100,75,42,1017,1013,1009,19,11,5,19,8,,2.03,5,Nebbia-Pioggia-Grandine-Temporale,314
2014-6-25,23,19,16,18,17,16,100,88,64,1010,1008,1006,19,10,1,21,8,,13.97,4,Pioggia-Temporale,70
2014-6-26,23,19,14,18,16,14,100,83,56,1014,1012,1010,26,9,2,14,6,29,5.08,5,Nebbia-Pioggia,85
2014-6-27,26,20,15,17,16,14,100,72,44,1018,1016,1014,14,10,6,14,6,32,2.03,4,Pioggia-Temporale,74
2014-6-28,24,21,17,18,17,16,94,85,61,1018,1016,1014,26,10,3,16,10,37,10.92,6,Pioggia,34
2014-6-29,22,19,16,18,17,13,100,88,75,1014,1010,1007,31,10,3,19,8,,27.94,6,Pioggia-Grandine-Temporale,67
2014-6-30,27,18,9,13,9,4,100,56,17,1014,1011,1008,31,17,10,21,8,,0.00,4,,294
2014-7-1,24,20,15,17,13,9,94,63,37,1019,1017,1014,31,13,10,16,8,,9.91,5,Pioggia-Temporale,53
2014-7-2,22,19,15,17,16,14,100,83,60,1022,1020,1018,31,11,7,14,10,,3.05,6,Pioggia-Temporale,2
2014-7-3,28,20,13,16,13,11,100,65,28,1026,1024,1022,31,12,10,14,8,37,0.00,2,Nebbia,76
2014-7-4,23,19,16,17,15,12,94,80,45,1024,1020,1015,26,11,3,21,6,,1.02,6,Pioggia-Temporale,356
2014-7-5,26,21,15,17,16,15,100,75,46,1015,1013,1012,19,9,1,13,6,,4.06,3,Nebbia,224
2014-7-6,28,21,14,18,17,14,100,72,42,1016,1015,1013,19,12,10,32,5,34,0.25,5,Pioggia-Temporale,171
2014-7-7,27,22,17,18,17,14,94,75,48,1016,1015,1012,19,11,3,27,10,40,0.25,6,Pioggia-Temporale,347
2014-7-8,21,18,14,16,14,10,100,83,44,1013,1009,1007,19,10,6,34,13,,12.95,6,Pioggia-Temporale,319
2014-7-9,26,18,9,12,9,5,94,59,24,1008,1007,1005,10,10,10,26,10,35,0.25,3,,335
2014-7-10,24,18,12,14,12,10,94,69,39,1008,1006,1006,10,10,10,13,5,24,0.00,3,,179
2014-7-11,28,20,12,16,13,11,94,64,31,1009,1008,1006,31,12,10,16,8,34,0.00,2,,310
2014-7-12,25,20,16,16,14,12,100,72,42,1013,1011,1010,31,12,10,24,8,,0.00,6,Pioggia-Temporale,338
2014-7-13,24,20,16,16,16,13,100,76,46,1013,1012,1011,19,11,8,21,5,,0.00,5,Pioggia-Temporale,15
2014-7-14,26,21,17,17,16,15,94,73,44,1017,1013,1012,26,13,10,14,6,,0.00,3,,164
2014-7-15,29,22,16,19,16,13,94,68,30,1019,1018,1017,26,14,8,11,6,,0.00,2,Nebbia,1
2014-7-16,29,23,16,17,16,14,88,62,28,1020,1019,1017,10,10,10,13,6,,0.00,2,,316
2014-7-17,30,24,18,20,17,14,88,64,36,1021,1019,1016,31,31,31,14,6,,0.00,,,12
2014-7-18,30,24,19,21,18,17,94,66,42,1019,1018,1016,31,15,10,14,6,,0.00,2,,142
2014-7-19,31,24,19,20,18,16,94,66,35,1018,1017,1015,11,10,8,13,6,,0.00,4,,347
2014-7-20,26,23,20,22,20,16,89,80,65,1017,1014,1011,14,10,7,19,8,29,0.25,6,Pioggia-Temporale,355
2014-7-21,24,21,17,17,16,14,94,83,60,1012,1009,1008,31,11,3,21,11,26,0.00,6,Pioggia-Temporale,350
2014-7-22,25,21,17,19,17,14,100,79,52,1010,1009,1008,19,10,5,11,5,,0.25,4,Nebbia-Pioggia,278
2014-7-23,29,23,17,19,17,14,94,76,40,1014,1011,1010,10,9,4,26,8,42,0.00,5,Nebbia-Pioggia-Temporale,1
2014-7-24,23,20,17,18,17,16,100,84,57,1014,1013,1011,26,10,2,13,5,32,0.00,6,Nebbia-Pioggia-Temporale,96
2014-7-25,27,21,14,18,17,15,100,79,48,1014,1013,1011,19,11,10,21,10,,0.00,4,Nebbia-Pioggia-Temporale,288
2014-7-26,23,20,17,17,16,13,100,82,43,1014,1012,1010,10,10,7,21,10,27,1.02,6,Pioggia-Temporale,4
2014-7-27,27,22,18,19,17,15,94,77,50,1013,1013,1011,31,9,3,11,5,,2.03,5,Pioggia,167
2014-7-28,28,22,17,19,17,16,94,75,42,1013,1011,1007,31,11,8,23,6,,2.03,5,Pioggia-Temporale,30
2014-7-29,20,18,16,17,16,14,100,89,71,1009,1008,1007,10,9,2,23,13,45,0.25,6,Pioggia-Temporale,18
2014-7-30,21,18,14,17,15,13,100,85,67,1009,1007,1005,11,10,10,11,5,,0.25,5,Pioggia,207
2014-7-31,29,21,14,20,18,14,100,78,55,1011,1009,1008,11,10,10,11,6,,0.00,2,,71
2014-8-1,27,23,20,21,19,17,100,82,58,1012,1011,1009,31,9,4,19,10,,0.25,4,Pioggia-Temporale,4
2014-8-2,22,19,17,18,17,16,100,88,73,1013,1011,1010,31,10,2,27,13,39,0.51,6,Pioggia-Grandine-Temporale,350
2014-8-3,24,20,15,17,16,15,100,85,54,1015,1013,1012,19,9,1,21,8,40,0.51,5,Pioggia-Temporale,3
2014-8-4,27,20,13,19,17,13,100,76,51,1015,1015,1013,14,12,10,14,6,,0.25,4,,290
2014-8-5,28,22,16,20,17,16,94,72,43,1015,1014,1012,26,12,10,11,6,37,7.87,4,,169
2014-8-6,28,22,17,18,15,13,94,66,31,1015,1014,1013,26,14,10,14,8,,2.03,3,,343
2014-8-7,28,22,16,20,17,15,88,69,36,1015,1014,1012,19,13,10,11,6,,0.25,3,,328
2014-8-8,28,23,19,19,18,17,94,73,39,1016,1015,1013,26,11,4,21,8,,0.00,5,Pioggia-Temporale,351
2014-8-9,27,23,19,21,19,18,100,81,51,1016,1015,1014,19,10,5,13,6,32,0.25,5,Nebbia-Pioggia-Temporale,48
2014-8-10,26,22,18,20,19,18,94,80,58,1017,1016,1014,14,10,6,14,10,,0.25,5,Pioggia-Temporale,360
2014-8-11,28,23,19,21,19,19,94,80,60,1014,1013,1011,14,10,10,13,6,,0.00,5,,105
2014-8-12,28,23,19,20,19,18,94,81,51,1013,1011,1009,14,10,4,16,6,,0.00,5,Pioggia-Temporale,280
2014-8-13,23,20,17,19,18,16,100,89,66,1010,1007,1005,19,9,4,16,6,34,0.00,6,Pioggia,94
2014-8-14,26,19,12,17,11,5,100,60,21,1012,1009,1007,19,14,10,23,10,,0.25,3,,311
2014-8-15,24,20,16,15,14,13,88,71,39,1015,1013,1011,19,11,10,14,8,32,0.25,3,,73
2014-8-16,24,18,12,15,13,10,100,69,39,1019,1016,1015,19,12,7,26,8,37,0.00,3,Nebbia-Pioggia-Temporale,64
2014-8-17,25,18,11,15,12,10,100,68,33,1020,1017,1015,19,12,10,10,5,,0.25,2,,54
2014-8-18,24,20,15,16,14,14,94,72,43,1015,1014,1012,19,12,10,14,6,,0.00,3,,143
2014-8-19,21,17,14,17,16,13,94,86,77,1015,1013,1011,19,11,8,16,6,32,0.00,6,,78
2014-8-20,23,20,18,18,17,14,94,83,65,1015,1013,1012,19,9,5,13,6,,0.25,6,Pioggia-Temporale,76
2014-8-21,25,18,10,16,13,10,100,72,40,1015,1013,1012,14,11,10,10,5,27,0.00,2,Nebbia,53
2014-8-22,24,19,14,17,16,14,94,77,49,1016,1015,1014,14,11,10,13,6,,0.00,5,Pioggia,84
2014-8-23,23,19,15,17,16,14,100,81,49,1015,1013,1012,14,10,6,13,6,27,0.00,5,Pioggia,106
2014-8-24,26,19,12,14,12,6,100,68,19,1016,1014,1013,14,10,10,11,5,,0.25,,Nebbia,310
2014-8-25,21,17,13,16,13,12,94,77,60,1019,1017,1016,10,10,7,16,8,37,0.00,6,Pioggia,42
2014-8-26,22,19,16,18,17,16,100,88,65,1016,1012,1010,10,7,3,13,6,24,0.00,6,Pioggia,22
2014-8-27,27,20,12,18,16,11,100,73,46,1013,1010,1009,18,9,3,16,6,,0.00,6,Nebbia-Pioggia,282
2014-8-28,24,19,15,18,15,11,94,74,52,1019,1016,1013,18,10,8,14,10,,0.00,4,Pioggia,42
2014-8-29,26,20,13,18,17,14,100,78,48,1019,1018,1016,10,9,6,11,5,,0.25,4,,251
2014-8-30,27,22,17,19,17,16,100,77,42,1018,1016,1014,10,10,10,11,5,,0.00,3,,34
2014-8-31,26,22,17,18,17,13,94,74,42,1016,1013,1007,31,10,10,21,6,27,0.00,5,Pioggia-Temporale,7
2014-9-1,26,20,14,14,4,1,88,34,13,1012,1009,1007,26,12,10,35,14,58,0.00,1,,14
2014-9-2,26,18,11,12,6,1,72,41,20,1014,1012,1011,,,,19,11,,0.00,,,354
2014-9-3,21,16,11,15,12,9,94,72,49,1016,1015,1014,11,10,10,14,8,26,0.00,5,Pioggia,340
2014-9-4,25,19,13,17,14,12,94,73,50,1016,1015,1014,21,11,10,14,6,,0.00,6,Pioggia,18
2014-9-5,22,19,16,18,17,15,94,85,56,1016,1015,1014,21,10,4,11,8,,0.25,5,Nebbia-Pioggia,20
2014-9-6,27,20,13,17,15,13,100,78,38,1014,1013,1010,18,11,10,11,6,,0.00,2,Nebbia,336
2014-9-7,27,21,16,18,17,16,94,75,42,1015,1014,1012,10,10,10,14,6,23,0.00,2,,60
2014-9-8,27,22,17,19,17,16,94,73,46,1017,1016,1014,14,10,10,11,6,,0.00,2,,75
2014-9-9,27,22,17,19,18,16,100,85,53,1017,1016,1014,10,9,1,32,8,,0.25,5,Nebbia-Pioggia-Temporale,359
2014-9-10,24,19,14,18,17,14,100,87,64,1015,1012,1010,10,6,2,13,5,,0.00,5,Nebbia,40
2014-9-11,24,19,15,16,15,13,100,76,46,1011,1010,1008,26,12,8,13,6,29,0.00,4,Pioggia-Temporale,103
2014-9-12,24,18,11,14,12,10,100,69,38,1015,1012,1011,31,14,10,13,8,,0.00,3,Pioggia-Temporale,103
2014-9-13,25,18,10,15,13,9,94,71,43,1017,1015,1013,31,18,10,13,6,,0.00,3,,120
2014-9-14,24,18,12,15,14,12,100,76,46,1017,1016,1014,19,9,6,11,6,,0.00,2,Nebbia,3
2014-9-15,24,19,14,16,14,13,100,74,42,1017,1016,1014,19,11,10,11,5,,0.00,4,,93
2014-9-16,24,20,15,17,16,14,94,80,49,1017,1016,1015,14,9,3,11,6,32,0.00,5,Pioggia,57
2014-9-17,23,19,15,17,15,13,100,75,47,1018,1017,1015,19,9,3,14,6,,0.00,5,Pioggia,28
2014-9-18,18,17,16,16,15,14,100,86,72,1020,1018,1016,19,10,8,19,10,,0.00,7,Pioggia,359
2014-9-19,17,16,15,16,16,14,100,92,80,1021,1020,1018,11,8,1,16,8,,0.00,7,Pioggia-Temporale,359
2014-9-20,23,20,16,18,17,16,100,89,58,1020,1018,1016,14,9,0,10,5,,0.00,6,Nebbia,77
2014-9-21,25,19,14,18,17,15,100,83,52,1017,1015,1012,14,10,10,10,3,,0.00,3,Nebbia-Pioggia,277
2014-9-22,27,19,12,15,7,-2,100,50,11,1013,1011,1008,19,18,13,32,11,52,0.00,,,360
2014-9-23,22,16,10,11,6,-2,87,53,18,1019,1016,1012,31,19,10,24,13,35,0.00,1,,39
2014-9-24,20,14,8,11,8,5,93,66,27,1020,1018,1016,26,12,9,11,6,24,0.00,5,,342
2014-9-25,23,16,9,12,9,8,94,71,31,1021,1016,1015,14,11,10,16,6,,0.00,3,,317
2014-9-26,21,16,10,13,11,10,94,76,48,1024,1022,1021,14,9,8,13,6,,0.00,1,Nebbia,15
2014-9-27,24,17,8,15,12,9,100,79,40,1028,1025,1023,10,7,4,10,5,27,0.00,,Nebbia,29
2014-9-28,24,18,13,15,14,12,100,79,49,1030,1028,1027,8,6,3,10,5,29,0.00,4,Nebbia,4
2014-9-29,24,17,11,16,13,10,100,79,44,1029,1028,1027,8,7,4,10,5,,0.00,2,Nebbia,1
2014-9-30,21,17,13,17,15,12,100,87,61,1028,1026,1025,6,4,3,10,5,,0.00,7,Nebbia-Pioggia,12
2014-10-1,23,19,14,17,16,14,100,88,52,1027,1025,1022,11,5,0,10,5,,0.00,6,Nebbia-Pioggia,333
2014-10-2,23,17,11,17,14,12,100,85,47,1026,1025,1023,10,5,1,10,5,,0.00,4,Nebbia,229
2014-10-3,23,17,12,15,13,12,100,77,38,1026,1023,1020,11,7,4,11,5,26,0.00,3,Nebbia,35
2014-10-4,21,17,12,14,12,10,100,78,41,1022,1019,1017,18,10,6,10,5,32,0.00,5,Nebbia,71
2014-10-5,21,16,11,13,12,11,100,79,49,1019,1017,1015,14,10,10,10,5,,0.00,4,,12
2014-10-6,19,16,12,13,12,11,100,81,56,1017,1016,1015,14,9,4,13,8,,0.00,6,Pioggia,12
2014-10-7,15,13,12,14,13,10,100,94,84,1020,1017,1015,14,5,1,10,6,37,0.00,7,Pioggia,31
2014-10-8,16,14,13,16,15,14,100,98,92,1020,1019,1018,5,2,1,10,5,26,0.00,8,Nebbia-Pioggia,27
2014-10-9,19,17,14,17,16,14,100,96,86,1020,1018,1018,4,3,1,8,3,,1.02,7,Nebbia-Pioggia,344
2014-10-10,20,18,16,18,17,16,100,96,83,1020,1018,1018,3,2,1,10,3,,0.25,8,Nebbia-Pioggia,142
2014-10-11,19,17,15,17,17,15,100,96,86,1018,1016,1015,19,5,0,13,5,,7.11,7,Nebbia-Pioggia,27
2014-10-12,19,17,14,18,17,15,100,96,88,1018,1017,1015,19,7,3,13,6,27,0.76,7,Nebbia-Pioggia,35
2014-10-13,18,17,16,18,17,15,100,97,93,1015,1012,1009,13,5,1,21,13,37,18.03,7,Pioggia-Temporale,112
2014-10-14,19,17,14,16,14,13,100,92,77,1014,1012,1011,19,10,5,13,6,35,0.25,6,Pioggia,5
2014-10-15,22,17,13,15,13,12,100,82,49,1012,1010,1009,31,13,10,11,6,,0.00,6,,329
2014-10-16,22,16,11,15,13,11,100,86,50,1015,1013,1011,31,13,10,11,5,,0.00,5,,354
2014-10-17,23,18,12,15,14,12,100,80,43,1019,1015,1013,31,18,10,13,6,,0.00,3,,335
2014-10-18,24,18,12,17,14,12,100,84,54,1026,1023,1019,31,15,5,11,6,,0.00,3,Nebbia,7
2014-10-19,23,18,13,18,16,13,100,89,65,1026,1025,1024,10,8,4,13,5,,0.00,5,Nebbia,355
2014-10-20,21,16,11,17,14,11,100,90,64,1025,1021,1017,8,7,3,10,5,,0.00,5,Nebbia,2
2014-10-21,22,18,13,16,15,13,100,87,62,1017,1012,1005,19,7,3,11,5,,0.00,5,Nebbia,337
2014-10-22,16,11,7,15,-3,-7,83,31,15,1016,1012,1005,31,15,8,53,32,74,0.00,3,,344
2014-10-23,21,12,3,1,-2,-5,65,31,14,1015,1012,1010,31,31,31,35,16,58,0.00,,,331
2014-10-24,21,12,4,6,3,1,82,57,19,1017,1014,1013,31,30,26,14,6,,0.00,,,354
2014-10-25,16,11,5,10,8,4,100,83,55,1024,1021,1017,26,13,10,13,6,27,0.00,5,,20
2014-10-26,16,11,5,10,8,5,100,84,47,1028,1025,1023,19,10,7,11,5,26,0.00,5,Nebbia,35
2014-10-27,14,8,2,8,6,2,100,78,52,1029,1026,1025,10,9,5,11,5,26,0.00,5,Nebbia,62
2014-10-28,16,8,1,8,5,0,100,83,52,1027,1023,1021,19,9,6,10,3,,0.00,2,Nebbia,335
2014-10-29,14,8,1,7,4,2,100,84,51,1023,1020,1019,8,6,4,11,3,,0.00,3,Nebbia,225
2014-10-30,15,7,-1,9,5,0,100,85,54,1027,1024,1022,7,4,2,10,3,,0.00,1,Nebbia,347
2014-10-31,17,9,2,9,6,1,100,86,52,1028,1026,1025,7,4,1,8,3,,0.00,,Nebbia,19
2014-11-1,18,10,2,10,6,2,100,85,45,1028,1025,1023,8,5,3,10,3,,0.00,,Nebbia,335
2014-11-2,18,10,2,10,6,3,100,82,42,1025,1022,1020,14,9,3,10,5,,0.00,,Nebbia,342
2014-11-3,15,9,4,12,10,4,100,90,66,1020,1017,1013,11,6,3,14,6,,2.03,6,Pioggia,51
2014-11-4,15,13,11,13,11,10,100,93,73,1013,1006,1000,14,6,3,27,13,42,22.10,7,Pioggia-Temporale,100
2014-11-5,14,13,12,14,13,12,100,99,94,1003,1000,998,11,4,2,27,19,47,2.03,8,Nebbia-Pioggia,122
2014-11-6,13,9,5,13,9,5,100,98,88,1012,1008,1004,10,7,3,23,8,,0.25,6,Nebbia-Pioggia,355
2014-11-7,17,10,2,12,8,3,100,90,62,1012,1010,1008,19,10,10,10,5,,0.51,4,Nebbia,308
2014-11-8,18,12,6,12,9,6,100,85,45,1014,1012,1011,19,11,9,13,6,,0.00,5,Nebbia,339
2014-11-9,15,12,10,13,12,10,100,95,80,1015,1013,1012,8,5,2,11,5,,11.94,6,Pioggia,256
2014-11-10,12,11,10,13,11,10,100,99,94,1016,1014,1014,10,5,3,16,10,,28.96,7,Pioggia,355
2014-11-11,14,12,11,13,12,11,100,97,92,1016,1012,1008,14,7,3,14,8,37,18.03,7,Pioggia,87
2014-11-12,14,12,10,14,12,10,100,97,93,1007,1005,1004,10,7,1,21,13,,22.10,7,Pioggia,31
2014-11-13,17,12,6,11,9,6,100,86,56,1014,1009,1006,10,9,8,19,11,,0.00,5,Nebbia-Pioggia,319
2014-11-14,16,11,6,12,11,7,100,92,74,1015,1014,1013,19,10,2,11,6,,8.89,4,Nebbia-Pioggia,357
2014-11-15,12,10,8,12,11,8,100,97,92,1013,1005,998,19,6,1,27,13,48,50.04,7,Pioggia,52
2014-11-16,16,10,4,10,7,4,100,88,51,1007,1005,1000,14,10,5,34,11,,0.00,4,Nebbia-Pioggia,350
2014-11-17,10,8,6,9,8,6,100,97,92,1008,1006,1004,19,7,4,21,10,34,7.11,7,Pioggia-Temporale,37
2014-11-18,13,7,1,8,5,2,100,88,49,1011,1007,1004,26,12,8,10,5,,0.00,3,Nebbia-Pioggia,336
2014-11-19,12,6,0,8,4,0,100,91,60,1024,1017,1011,10,8,8,14,6,,0.00,3,Nebbia,318
2014-11-20,13,6,-2,8,3,-1,100,89,57,1027,1024,1023,10,9,8,11,5,,0.00,3,Nebbia,20
2014-11-21,11,5,-1,7,3,-1,100,87,62,1026,1024,1022,19,8,3,10,5,,0.00,4,Nebbia,21
2014-11-22,13,6,-1,6,3,-1,100,85,49,1028,1025,1023,11,6,3,10,5,,0.00,3,Nebbia,343
2014-11-23,13,7,0,7,4,0,100,89,57,1029,1027,1026,19,8,5,11,3,,0.00,3,Nebbia,336
2014-11-24,12,8,3,9,7,3,100,90,67,1027,1024,1022,11,8,3,8,3,,0.00,3,Nebbia,338
2014-11-25,13,7,2,10,8,0,100,94,77,1024,1021,1019,11,8,2,10,5,,0.51,5,Nebbia-Pioggia,43
2014-11-26,8,8,7,9,8,7,100,99,93,1021,1019,1017,5,2,1,11,8,,0.25,7,Nebbia-Pioggia,107
2014-11-27,7,7,6,7,7,6,100,98,93,1018,1015,1014,6,3,1,10,5,,2.03,8,Nebbia-Pioggia,117
2014-11-28,10,8,7,10,8,7,100,99,93,1017,1015,1013,10,4,2,16,6,,5.08,8,Pioggia,5
2014-11-29,13,11,9,12,11,9,100,98,94,1016,1015,1014,11,9,8,11,8,,1.02,6,Nebbia-Pioggia,355
2014-11-30,12,10,9,12,11,10,100,98,94,1015,1012,1006,8,7,4,14,8,,7.87,7,Pioggia,356
2014-12-1,14,12,11,12,11,10,100,94,70,1006,1002,1001,10,7,3,14,10,,10.92,7,Pioggia,9
2014-12-2,12,11,10,11,11,9,100,98,88,1008,1005,1004,10,4,1,11,5,,3.05,8,Pioggia,106
2014-12-3,11,9,8,9,8,7,100,92,82,1014,1011,1009,10,8,3,10,5,,0.25,7,Pioggia,266
2014-12-4,10,9,8,9,8,7,100,92,83,1017,1015,1013,10,8,5,10,3,27,1.02,6,Nebbia-Pioggia,59
2014-12-5,10,8,5,9,8,5,100,98,89,1017,1016,1015,7,4,2,10,5,,4.06,6,Nebbia-Pioggia,30
2014-12-6,13,10,6,10,9,6,100,97,82,1016,1014,1013,10,5,0,13,3,,0.25,5,Nebbia-Pioggia,341
2014-12-7,11,6,1,8,6,1,100,94,68,1018,1016,1015,11,8,3,13,5,27,0.00,5,Nebbia,36
2014-12-8,6,2,-2,6,3,-1,100,100,93,1019,1015,1014,7,2,0,10,3,32,0.00,6,Nebbia,43
2014-12-9,11,4,-1,6,2,-4,97,78,54,1025,1018,1013,19,8,2,14,10,35,0.00,6,,17
2014-12-10,8,2,-4,1,-2,-6,100,74,44,1026,1022,1019,19,11,10,13,5,,0.00,5,,311
